"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0002","28",10,2286,0.00437445319335083,10.1058081628184,2,2018-11-01
"AA-AA-000-0000","kri0002","171",2,715,0.0027972027972028,3.54651374544466,2,2018-11-01
"AA-AA-000-0000","kri0002","165",1,441,0.00226757369614512,2.23007788076557,1,2018-11-01
"AA-AA-000-0000","kri0002","154",1,475,0.00210526315789474,2.13786564045562,1,2018-11-01
"AA-AA-000-0000","kri0002","179",3,3387,0.000885739592559787,2.16589988979333,1,2018-11-01
"AA-AA-000-0000","kri0002","132",1,713,0.00140252454417952,1.68257291953294,0,2018-11-01
"AA-AA-000-0000","kri0002","12",1,723,0.00138312586445367,1.66829374588304,0,2018-11-01
"AA-AA-000-0000","kri0002","50",4,6531,0.000612463634971674,1.90518517943606,0,2018-11-01
"AA-AA-000-0000","kri0002","9",1,1691,0.000591366055588409,0.926128869695913,0,2018-11-01
"AA-AA-000-0000","kri0002","130",1,2040,0.000490196078431373,0.789121283166677,0,2018-11-01
"AA-AA-000-0000","kri0002","84",1,2214,0.0004516711833785,0.731599568887126,0,2018-11-01
"AA-AA-000-0000","kri0002","58",6,15101,0.000397324680484736,1.5773054629014,0,2018-11-01
"AA-AA-000-0000","kri0002","173",8,20748,0.000385579332947754,1.76439555976098,0,2018-11-01
"AA-AA-000-0000","kri0002","167",4,10875,0.000367816091954023,1.18491879611154,0,2018-11-01
"AA-AA-000-0000","kri0002","64",1,2833,0.000352982703847511,0.56536862021205,0,2018-11-01
"AA-AA-000-0000","kri0002","59",2,6053,0.000330414670411366,0.738760100068325,0,2018-11-01
"AA-AA-000-0000","kri0002","128",1,3213,0.000311235605353252,0.48396960507924,0,2018-11-01
"AA-AA-000-0000","kri0002","103",1,3256,0.000307125307125307,0.475489677123169,0,2018-11-01
"AA-AA-000-0000","kri0002","11",2,6784,0.000294811320754717,0.635715247896474,0,2018-11-01
"AA-AA-000-0000","kri0002","44",1,3534,0.000282965478211658,0.423678881017896,0,2018-11-01
"AA-AA-000-0000","kri0002","22",1,3570,0.000280112044817927,0.417320830175171,0,2018-11-01
"AA-AA-000-0000","kri0002","140",14,50949,0.000274784588510079,1.5165091204758,0,2018-11-01
"AA-AA-000-0000","kri0002","89",1,3674,0.000272182906913446,0.399364680029783,0,2018-11-01
"AA-AA-000-0000","kri0002","51",2,7886,0.000253613999492772,0.50278449925939,0,2018-11-01
"AA-AA-000-0000","kri0002","139",11,43704,0.000251693208859601,1.16358035448056,0,2018-11-01
"AA-AA-000-0000","kri0002","5",8,31992,0.000250062515628907,0.980975323368248,0,2018-11-01
"AA-AA-000-0000","kri0002","94",6,26286,0.000228258388495777,0.712736335713174,0,2018-11-01
"AA-AA-000-0000","kri0002","121",1,4670,0.000214132762312634,0.252231343677463,0,2018-11-01
"AA-AA-000-0000","kri0002","29",1,4702,0.000212675457252233,0.248105807553145,0,2018-11-01
"AA-AA-000-0000","kri0002","56",4,19049,0.000209984776103732,0.480843044385025,0,2018-11-01
"AA-AA-000-0000","kri0002","138",1,4913,0.000203541624262162,0.221653377081386,0,2018-11-01
"AA-AA-000-0000","kri0002","76",2,9840,0.000203252032520325,0.312254477343606,0,2018-11-01
"AA-AA-000-0000","kri0002","26",1,4966,0.000201369311316955,0.215204193550782,0,2018-11-01
"AA-AA-000-0000","kri0002","114",1,4976,0.00020096463022508,0.213995783501153,0,2018-11-01
"AA-AA-000-0000","kri0002","164",1,5193,0.000192566917003659,0.188403854607854,0,2018-11-01
"AA-AA-000-0000","kri0002","190",1,5226,0.000191350937619594,0.184613536771683,0,2018-11-01
"AA-AA-000-0000","kri0002","131",1,5246,0.000190621425848265,0.182328903012067,0,2018-11-01
"AA-AA-000-0000","kri0002","137",1,5984,0.000167112299465241,0.103952479297821,0,2018-11-01
"AA-AA-000-0000","kri0002","43",4,24166,0.000165521807498138,0.19655934338789,0,2018-11-01
"AA-AA-000-0000","kri0002","62",4,24569,0.000162806789043103,0.176948219566116,0,2018-11-01
"AA-AA-000-0000","kri0002","146",1,6195,0.000161420500403551,0.0834065565025932,0,2018-11-01
"AA-AA-000-0000","kri0002","4",1,6566,0.000152299725860493,0.0489752846011472,0,2018-11-01
"AA-AA-000-0000","kri0002","54",2,13479,0.000148378959863491,0.0474481851623824,0,2018-11-01
