"studyid","workflowid","threshold","numerator","denominator","log_denominator","gsm_analysis_date"
"AA-AA-000-0000","kri0002",2,0.299114200597067,53,3.97029191355212,2018-11-01
"AA-AA-000-0000","kri0002",2,0.677755889872844,256.584,5.54745609637931,2018-11-01
"AA-AA-000-0000","kri0002",2,0.923986140678641,460.168,6.13159164019881,2018-11-01
"AA-AA-000-0000","kri0002",2,1.12528534619563,663.752,6.49790858573428,2018-11-01
"AA-AA-000-0000","kri0002",2,1.30155642638298,867.336,6.76542644495765,2018-11-01
"AA-AA-000-0000","kri0002",2,1.46128676384291,1070.92,6.97627337111254,2018-11-01
"AA-AA-000-0000","kri0002",2,1.60903486666188,1274.504,7.15031236229693,2018-11-01
"AA-AA-000-0000","kri0002",2,1.747585122896,1478.088,7.29850463965453,2018-11-01
"AA-AA-000-0000","kri0002",2,1.87878610486333,1681.672,7.42754381557146,2018-11-01
"AA-AA-000-0000","kri0002",2,2.00393939100906,1885.256,7.54181889967947,2018-11-01
"AA-AA-000-0000","kri0002",2,2.12400246351102,2088.84,7.64436416695262,2018-11-01
"AA-AA-000-0000","kri0002",2,2.239704014967,2292.424,7.73736505199985,2018-11-01
"AA-AA-000-0000","kri0002",2,2.35161387405808,2496.008,7.82244793461239,2018-11-01
"AA-AA-000-0000","kri0002",2,2.4601876400204,2699.592,7.90085592946288,2018-11-01
"AA-AA-000-0000","kri0002",2,2.56579638149558,2903.176,7.97356058912454,2018-11-01
"AA-AA-000-0000","kri0002",2,2.66874708872868,3106.76,8.0413356614787,2018-11-01
"AA-AA-000-0000","kri0002",2,2.76929717180174,3310.344,8.10480739046347,2018-11-01
"AA-AA-000-0000","kri0002",2,2.86766499556359,3513.928,8.16448977906644,2018-11-01
"AA-AA-000-0000","kri0002",2,2.96403770011816,3717.512,8.22080990630489,2018-11-01
"AA-AA-000-0000","kri0002",2,3.05857711570023,3921.096,8.27412648554273,2018-11-01
"AA-AA-000-0000","kri0002",2,3.15142431048886,4124.68,8.32474372000205,2018-11-01
"AA-AA-000-0000","kri0002",2,3.24270313877468,4328.264,8.37292181681758,2018-11-01
"AA-AA-000-0000","kri0002",2,3.3325230456022,4531.848,8.41888508230918,2018-11-01
"AA-AA-000-0000","kri0002",2,3.42098130988977,4735.432,8.46282823693894,2018-11-01
"AA-AA-000-0000","kri0002",2,3.50816485761005,4939.016,8.50492140005755,2018-11-01
"AA-AA-000-0000","kri0002",2,3.59415174165574,5142.6,8.54531406713289,2018-11-01
"AA-AA-000-0000","kri0002",2,3.67901236035411,5346.184,8.58413831436321,2018-11-01
"AA-AA-000-0000","kri0002",2,3.76281046892239,5549.768,8.62151140406496,2018-11-01
"AA-AA-000-0000","kri0002",2,3.84560402530998,5753.352,8.65753792045999,2018-11-01
"AA-AA-000-0000","kri0002",2,3.92744590241189,5956.936,8.69231153390806,2018-11-01
"AA-AA-000-0000","kri0002",2,4.0083844915843,6160.52,8.72591646854919,2018-11-01
"AA-AA-000-0000","kri0002",2,4.08846421707577,6364.104,8.75842873124747,2018-11-01
"AA-AA-000-0000","kri0002",2,4.16772597693735,6567.688,8.78991714695889,2018-11-01
"AA-AA-000-0000","kri0002",2,4.2462075228603,6771.272,8.82044423599766,2018-11-01
"AA-AA-000-0000","kri0002",2,4.32394378897286,6974.856,8.85006696131516,2018-11-01
