"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","cou0001","US",2671,536357,0.00497989212408899,0.979218897799762,0,"2015-12-01"
"AA-AA-000-0000","cou0001","Japan",428,99704,0.00429270641097649,-0.664700106747854,0,"2015-12-01"
"AA-AA-000-0000","cou0001","China",657,160890,0.00408353533470073,-1.26463596275023,0,"2015-12-01"
"AA-AA-000-0000","cou0002","US",88,536357,0.000164069826626668,0.965954886186297,0,"2015-12-01"
"AA-AA-000-0000","cou0002","Japan",10,99704,0.000100296878761133,-0.556460717738398,0,"2015-12-01"
"AA-AA-000-0000","cou0002","China",11,160890,0.0000683696935794642,-1.32562537221754,0,"2015-12-01"
"AA-AA-000-0000","cou0003","Japan",500,105493,0.00473965097210241,1.11146238567337,0,"2015-12-01"
"AA-AA-000-0000","cou0003","China",759,168984,0.00449154949581025,0.903292094203382,0,"2015-12-01"
"AA-AA-000-0000","cou0003","US",2139,565286,0.00378392530506682,-0.974019895989263,0,"2015-12-01"
"AA-AA-000-0000","cou0004","Japan",65,105493,0.000616154626373314,1.18773827435145,0,"2015-12-01"
"AA-AA-000-0000","cou0004","China",96,168984,0.000568101121999716,0.817220253252846,0,"2015-12-01"
"AA-AA-000-0000","cou0004","US",268,565286,0.000474096298157039,-0.959910854878724,0,"2015-12-01"
"AA-AA-000-0000","cou0005","Japan",148,100396,0.00147416231722379,1.41455136633129,0,"2015-12-01"
"AA-AA-000-0000","cou0005","US",670,567838,0.00117991398955336,-0.0540730440070216,0,"2015-12-01"
"AA-AA-000-0000","cou0005","China",171,166669,0.00102598563620109,-0.99805838402475,0,"2015-12-01"
"AA-AA-000-0000","cou0006","US",54,754,0.0716180371352785,0.846954455072336,0,"2015-12-01"
"AA-AA-000-0000","cou0006","Japan",9,140,0.0642857142857143,-0.0877189348626564,0,"2015-12-01"
"AA-AA-000-0000","cou0006","China",10,217,0.0460829493087558,-1.50830154130389,0,"2015-12-01"
"AA-AA-000-0000","cou0007","Japan",16,140,0.114285714285714,1.38171857212381,0,"2015-12-01"
"AA-AA-000-0000","cou0007","US",56,754,0.0742705570291777,-0.0353981376931554,0,"2015-12-01"
"AA-AA-000-0000","cou0007","China",11,217,0.0506912442396313,-1.04383943175949,0,"2015-12-01"
"AA-AA-000-0000","cou0008","Japan",4148,199774,0.0207634627128655,1.32965310415773,0,"2015-12-01"
"AA-AA-000-0000","cou0008","China",6793,330905,0.020528550490322,0.64599783193301,0,"2015-12-01"
"AA-AA-000-0000","cou0008","US",23223,1145169,0.0202791029097015,-0.9026125546111,0,"2015-12-01"
"AA-AA-000-0000","cou0009","China",133,6793,0.0195789783600765,1.48094714260734,0,"2015-12-01"
"AA-AA-000-0000","cou0009","Japan",75,4148,0.0180810028929605,0.184704085380423,0,"2015-12-01"
"AA-AA-000-0000","cou0009","US",400,23223,0.0172243034922275,-0.879022162204643,0,"2015-12-01"
"AA-AA-000-0000","cou0010","Japan",1035,23379,0.0442704991659181,1.62102186677288,0,"2015-12-01"
"AA-AA-000-0000","cou0010","China",1643,38722,0.0424306595733691,-0.168797317802331,0,"2015-12-01"
"AA-AA-000-0000","cou0010","US",5670,134007,0.0423112225480758,-0.586340833429577,0,"2015-12-01"
"AA-AA-000-0000","cou0011","Japan",60434,199774,0.302511838377366,1.5482698915111,0,"2015-12-01"
"AA-AA-000-0000","cou0011","US",344003,1145169,0.300394963538133,-0.251863075498748,0,"2015-12-01"
"AA-AA-000-0000","cou0011","China",99205,330905,0.299799035977093,-0.734455808228461,0,"2015-12-01"
"AA-AA-000-0000","cou0012","China",262,479,0.546972860125261,1.35531695011645,0,"2015-12-01"
"AA-AA-000-0000","cou0012","Japan",132,272,0.485294117647059,0.378943437028965,0,"2015-12-01"
"AA-AA-000-0000","cou0012","US",511,1265,0.40395256916996,-1.00971175899843,0,"2015-12-01"
"AA-AA-000-0000","kri0001","145",2,4,0.5,NA,NA,"2015-12-01"
"AA-AA-000-0000","kri0001","83",78,4471,0.0174457615745918,3.27803420319813,2,"2015-12-01"
"AA-AA-000-0000","kri0001","43",325,19944,0.0162956277577216,6.29798901308965,2,"2015-12-01"
"AA-AA-000-0000","kri0001","154",17,407,0.0417690417690418,2.87835214958408,1,"2015-12-01"
"AA-AA-000-0000","kri0001","150",35,1591,0.0219987429289755,2.65467487698232,1,"2015-12-01"
"AA-AA-000-0000","kri0001","25",36,1915,0.018798955613577,2.37333541606962,1,"2015-12-01"
"AA-AA-000-0000","kri0001","91",91,8612,0.0105666511843939,2.09155313000353,1,"2015-12-01"
"AA-AA-000-0000","kri0001","132",16,671,0.0238450074515648,1.90813856918847,0,"2015-12-01"
"AA-AA-000-0000","kri0001","165",4,219,0.0182648401826484,0.772162648693449,0,"2015-12-01"
"AA-AA-000-0000","kri0001","120",12,673,0.0178306092124814,1.3102396023638,0,"2015-12-01"
"AA-AA-000-0000","kri0001","171",10,671,0.014903129657228,1.01631849741404,0,"2015-12-01"
"AA-AA-000-0000","kri0001","42",8,672,0.0119047619047619,0.717809939503141,0,"2015-12-01"
"AA-AA-000-0000","kri0001","31",10,841,0.0118906064209275,0.801432911392059,0,"2015-12-01"
"AA-AA-000-0000","kri0001","162",16,1346,0.011887072808321,1.01339287323479,0,"2015-12-01"
"AA-AA-000-0000","kri0001","105",25,2180,0.0114678899082569,1.21432853275141,0,"2015-12-01"
"AA-AA-000-0000","kri0001","64",30,2690,0.0111524163568773,1.28591553442951,0,"2015-12-01"
"AA-AA-000-0000","kri0001","65",9,847,0.0106257378984652,0.662552590082264,0,"2015-12-01"
"AA-AA-000-0000","kri0001","134",39,3713,0.0105036358739564,1.35855996578222,0,"2015-12-01"
"AA-AA-000-0000","kri0001","82",7,671,0.0104321907600596,0.570408461526819,0,"2015-12-01"
"AA-AA-000-0000","kri0001","55",7,673,0.0104011887072808,0.568161315247098,0,"2015-12-01"
"AA-AA-000-0000","kri0001","20",7,675,0.0103703703703704,0.565922089631461,0,"2015-12-01"
"AA-AA-000-0000","kri0001","119",15,1514,0.00990752972258917,0.778214967334693,0,"2015-12-01"
"AA-AA-000-0000","kri0001","22",20,2020,0.0099009900990099,0.897770298763021,0,"2015-12-01"
"AA-AA-000-0000","kri0001","157",44,4492,0.00979519145146928,1.3114790909102,0,"2015-12-01"
"AA-AA-000-0000","kri0001","146",58,5983,0.00969413337790406,1.48346810558821,0,"2015-12-01"
"AA-AA-000-0000","kri0001","12",6,624,0.00961538461538462,0.471509307030643,0,"2015-12-01"
"AA-AA-000-0000","kri0001","15",32,3550,0.00901408450704225,0.98669564954212,0,"2015-12-01"
"AA-AA-000-0000","kri0001","47",15,1682,0.0089179548156956,0.663996021962651,0,"2015-12-01"
"AA-AA-000-0000","kri0001","112",14,1596,0.0087719298245614,0.624337289750034,0,"2015-12-01"
"AA-AA-000-0000","kri0001","59",37,4276,0.00865294667913938,0.991974716594567,0,"2015-12-01"
"AA-AA-000-0000","kri0001","179",20,2457,0.00814000814000814,0.654048188208893,0,"2015-12-01"
"AA-AA-000-0000","kri0001","116",14,1739,0.00805060379528465,0.535891331937789,0,"2015-12-01"
"AA-AA-000-0000","kri0001","80",27,3361,0.0080333234156501,0.741151224917425,0,"2015-12-01"
"AA-AA-000-0000","kri0001","87",6,750,0.008,0.346595222542741,0,"2015-12-01"
"AA-AA-000-0000","kri0001","75",48,6108,0.00785854616895874,0.946537966541848,0,"2015-12-01"
"AA-AA-000-0000","kri0001","60",18,2298,0.00783289817232376,0.575848095912931,0,"2015-12-01"
"AA-AA-000-0000","kri0001","56",106,13701,0.00773666155755054,1.36270541588946,0,"2015-12-01"
"AA-AA-000-0000","kri0001","40",6,783,0.00766283524904215,0.317812846397107,0,"2015-12-01"
"AA-AA-000-0000","kri0001","86",104,13702,0.00759013282732448,1.29671591221048,0,"2015-12-01"
"AA-AA-000-0000","kri0001","4",46,6192,0.00742894056847545,0.822865814920206,0,"2015-12-01"
"AA-AA-000-0000","kri0001","8",113,15413,0.00733147343151885,1.25165681887806,0,"2015-12-01"
"AA-AA-000-0000","kri0001","151",17,2376,0.00715488215488216,0.458291582431353,0,"2015-12-01"
"AA-AA-000-0000","kri0001","159",4,560,0.00714285714285714,0.22139547949676,0,"2015-12-01"
"AA-AA-000-0000","kri0001","133",21,2943,0.00713557594291539,0.506018676035074,0,"2015-12-01"
"AA-AA-000-0000","kri0001","124",9,1289,0.00698215671062839,0.313678982418114,0,"2015-12-01"
"AA-AA-000-0000","kri0001","111",11,1597,0.00688791484032561,0.334648975279559,0,"2015-12-01"
"AA-AA-000-0000","kri0001","181",14,2089,0.00670177118238392,0.349985078010924,0,"2015-12-01"
"AA-AA-000-0000","kri0001","190",33,4955,0.00665993945509586,0.527679159809197,0,"2015-12-01"
"AA-AA-000-0000","kri0001","183",10,1513,0.00660938532716457,0.284015434228624,0,"2015-12-01"
"AA-AA-000-0000","kri0001","163",15,2282,0.00657318141980719,0.342144199342241,0,"2015-12-01"
"AA-AA-000-0000","kri0001","122",38,5811,0.00653932197556359,0.536042229830604,0,"2015-12-01"
"AA-AA-000-0000","kri0001","39",19,2957,0.00642543118025025,0.358538344041677,0,"2015-12-01"
"AA-AA-000-0000","kri0001","129",9,1423,0.00632466619817287,0.234085743507068,0,"2015-12-01"
"AA-AA-000-0000","kri0001","138",29,4705,0.00616365568544102,0.383126951292379,0,"2015-12-01"
"AA-AA-000-0000","kri0001","94",114,18521,0.00615517520652233,0.755699009052644,0,"2015-12-01"
"AA-AA-000-0000","kri0001","62",114,19107,0.00596639974878317,0.667092684050079,0,"2015-12-01"
"AA-AA-000-0000","kri0001","46",4,673,0.00594353640416048,0.122914342977076,0,"2015-12-01"
"AA-AA-000-0000","kri0001","98",8,1346,0.00594353640416048,0.173827130848359,0,"2015-12-01"
"AA-AA-000-0000","kri0001","189",101,17456,0.00578597616865261,0.545839503532672,0,"2015-12-01"
"AA-AA-000-0000","kri0001","164",28,4932,0.0056772100567721,0.260727856114136,0,"2015-12-01"
"AA-AA-000-0000","kri0001","48",3,531,0.00564971751412429,0.083111408494521,0,"2015-12-01"
"AA-AA-000-0000","kri0001","68",15,2679,0.00559910414333707,0.176594374344115,0,"2015-12-01"
"AA-AA-000-0000","kri0001","89",5,908,0.00550660792951542,0.0920781993673,0,"2015-12-01"
"AA-AA-000-0000","kri0001","186",14,2543,0.005505308690523,0.153842216556966,0,"2015-12-01"
"AA-AA-000-0000","kri0001","52",6,1094,0.00548446069469835,0.0982496365982804,0,"2015-12-01"
"AA-AA-000-0000","kri0001","44",14,2600,0.00538461538461538,0.131861786215349,0,"2015-12-01"
"AA-AA-000-0000","kri0001","174",20,3734,0.00535618639528656,0.151334075882179,0,"2015-12-01"
"AA-AA-000-0000","kri0001","130",8,1525,0.00524590163934426,0.0801308909771983,0,"2015-12-01"
"AA-AA-000-0000","kri0001","170",91,18191,0.00500247375075587,0.150342344529813,0,"2015-12-01"
"AA-AA-000-0000","kri0001","70",10,2020,0.00495049504950495,0.0411042259299071,0,"2015-12-01"
