"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","83",79,4736,0.0166807432432432,3.35916897886586,2,2016-11-01
"AA-AA-000-0000","kri0001","43",342,22487,0.0152087872993285,6.4350678912821,2,2016-11-01
"AA-AA-000-0000","kri0001","154",17,475,0.0357894736842105,2.73287703460003,1,2016-11-01
"AA-AA-000-0000","kri0001","150",35,1647,0.021250758955677,2.72422952559386,1,2016-11-01
"AA-AA-000-0000","kri0001","25",39,2034,0.0191740412979351,2.65206261684203,1,2016-11-01
"AA-AA-000-0000","kri0001","145",2,53,0.0377358490566038,0.969662482706224,0,2016-11-01
"AA-AA-000-0000","kri0001","132",16,713,0.0224403927068724,1.91973338844136,0,2016-11-01
"AA-AA-000-0000","kri0001","171",11,715,0.0153846153846154,1.16630966745606,0,2016-11-01
"AA-AA-000-0000","kri0001","64",34,2833,0.0120014119308154,1.59990875323872,0,2016-11-01
"AA-AA-000-0000","kri0001","120",18,1531,0.0117570215545395,1.13781820414294,0,2016-11-01
"AA-AA-000-0000","kri0001","31",10,858,0.0116550116550117,0.8398079178938,0,2016-11-01
"AA-AA-000-0000","kri0001","42",8,702,0.0113960113960114,0.732133220549365,0,2016-11-01
"AA-AA-000-0000","kri0001","162",16,1430,0.0111888111888112,1.01353441130053,0,2016-11-01
"AA-AA-000-0000","kri0001","105",25,2285,0.0109409190371991,1.23370085759855,0,2016-11-01
"AA-AA-000-0000","kri0001","134",42,3943,0.0106517879786964,1.54785527444193,0,2016-11-01
"AA-AA-000-0000","kri0001","157",48,4704,0.0102040816326531,1.56757809631694,0,2016-11-01
"AA-AA-000-0000","kri0001","65",9,885,0.0101694915254237,0.67581068943468,0,2016-11-01
"AA-AA-000-0000","kri0001","55",7,697,0.0100430416068867,0.586370357457462,0,2016-11-01
"AA-AA-000-0000","kri0001","116",18,1821,0.00988467874794069,0.92070359006392,0,2016-11-01
"AA-AA-000-0000","kri0001","20",7,720,0.00972222222222222,0.561466737853035,0,2016-11-01
"AA-AA-000-0000","kri0001","119",15,1570,0.00955414012738853,0.802410574259498,0,2016-11-01
"AA-AA-000-0000","kri0001","146",58,6195,0.00936238902340597,1.53343843766656,0,2016-11-01
"AA-AA-000-0000","kri0001","182",10,1070,0.00934579439252336,0.635115247106206,0,2016-11-01
"AA-AA-000-0000","kri0001","91",101,10891,0.00927371223946378,1.99610951140847,0,2016-11-01
"AA-AA-000-0000","kri0001","75",58,6387,0.009080945670894,1.46687746458708,0,2016-11-01
"AA-AA-000-0000","kri0001","165",4,441,0.0090702947845805,0.384550617993818,0,2016-11-01
"AA-AA-000-0000","kri0001","15",33,3720,0.00887096774193548,1.06815563587896,0,2016-11-01
"AA-AA-000-0000","kri0001","112",15,1691,0.00887049083382614,0.720091146209631,0,2016-11-01
