"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","cou0001","US",3150,626477,0.0050281175525997,0.96696209001129,0,2023-04-18
"AA-AA-000-0000","cou0001","Japan",514,117262,0.00438334669372857,-0.536047170456432,0,2023-04-18
"AA-AA-000-0000","cou0001","China",769,190411,0.00403863222187794,-1.33328082095508,0,2023-04-18
"AA-AA-000-0000","cou0002","US",105,626477,0.00016760391841999,0.975347298823356,0,2023-04-18
"AA-AA-000-0000","cou0002","Japan",11,117262,0.0000938070304105337,-0.596318365805483,0,2023-04-18
"AA-AA-000-0000","cou0002","China",12,190411,0.0000630215691320354,-1.30119255042482,0,2023-04-18
"AA-AA-000-0000","cou0003","Japan",605,124179,0.00487199929134556,1.24148257351732,0,2023-04-18
"AA-AA-000-0000","cou0003","China",888,199937,0.00444139904069782,0.746689171475963,0,2023-04-18
"AA-AA-000-0000","cou0003","US",2497,660250,0.00378190079515335,-0.949303060594118,0,2023-04-18
"AA-AA-000-0000","cou0004","Japan",79,124179,0.000636178419861651,1.53744457073955,0,2023-04-18
"AA-AA-000-0000","cou0004","China",101,199937,0.000505159125124414,0.194242785592968,0,2023-04-18
"AA-AA-000-0000","cou0004","US",303,660250,0.000458917076864824,-0.773649747720863,0,2023-04-18
"AA-AA-000-0000","cou0005","Japan",163,123686,0.00131785327361221,0.9205108466168,0,2023-04-18
"AA-AA-000-0000","cou0005","US",790,663443,0.00119075790987319,0.37182697222747,0,2023-04-18
"AA-AA-000-0000","cou0005","China",190,194907,0.000974823890368227,-1.41929717958748,0,2023-04-18
"AA-AA-000-0000","cou0006","Japan",12,165,0.0727272727272727,0.6344696614909,0,2023-04-18
"AA-AA-000-0000","cou0006","US",59,879,0.0671217292377702,0.545190644159415,0,2023-04-18
"AA-AA-000-0000","cou0006","China",12,257,0.0466926070038911,-1.51664610577704,0,2023-04-18
"AA-AA-000-0000","cou0007","Japan",20,165,0.121212121212121,1.36396324013177,0,2023-04-18
"AA-AA-000-0000","cou0007","US",64,879,0.0728100113765643,-0.0137669187106224,0,2023-04-18
"AA-AA-000-0000","cou0007","China",11,257,0.0428015564202335,-1.06743372230713,0,2023-04-18
"AA-AA-000-0000","cou0008","Japan",5068,245773,0.0206206540181387,1.05738488147129,0,2023-04-18
"AA-AA-000-0000","cou0008","China",7985,388524,0.0205521409230833,0.966054167734938,0,2023-04-18
"AA-AA-000-0000","cou0008","US",27109,1337327,0.0202710331878441,-0.974000286159043,0,2023-04-18
"AA-AA-000-0000","cou0009","China",155,7985,0.0194113963681904,1.52806747487148,0,2023-04-18
"AA-AA-000-0000","cou0009","Japan",90,5068,0.0177584846093133,-0.0336139316947194,0,2023-04-18
"AA-AA-000-0000","cou0009","US",470,27109,0.0173374156184293,-0.814788252146477,0,2023-04-18
"AA-AA-000-0000","cou0010","Japan",1236,28761,0.04297486179201,1.54393497535581,0,2023-04-18
"AA-AA-000-0000","cou0010","US",6616,156493,0.0422766513518176,-0.263257365001564,0,2023-04-18
"AA-AA-000-0000","cou0010","China",1913,45465,0.0420763224458375,-0.739567678881038,0,2023-04-18
"AA-AA-000-0000","cou0011","Japan",74417,245773,0.302787531584023,1.59091429107821,0,2023-04-18
"AA-AA-000-0000","cou0011","China",116763,388524,0.300529697007135,0.00518237405191474,0,2023-04-18
"AA-AA-000-0000","cou0011","US",401340,1337327,0.300106107182462,-0.684810091516108,0,2023-04-18
"AA-AA-000-0000","cou0012","China",304,561,0.541889483065954,1.35591842415223,0,2023-04-18
"AA-AA-000-0000","cou0012","Japan",157,322,0.487577639751553,0.38541532161605,0,2023-04-18
"AA-AA-000-0000","cou0012","US",625,1504,0.415558510638298,-1.00644933151557,0,2023-04-18
"AA-AA-000-0000","kri0001","145",2,4,0.5,NA,NA,2023-04-18
"AA-AA-000-0000","kri0001","83",83,4471,0.0185640796242451,3.40747525037196,2,2023-04-18
"AA-AA-000-0000","kri0001","43",369,23066,0.0159975721841672,6.30210581628719,2,2023-04-18
"AA-AA-000-0000","kri0001","154",17,407,0.0417690417690418,2.75449475979106,1,2023-04-18
"AA-AA-000-0000","kri0001","150",35,1591,0.0219987429289755,2.53788966895326,1,2023-04-18
"AA-AA-000-0000","kri0001","25",36,1915,0.018798955613577,2.26795524630042,1,2023-04-18
"AA-AA-000-0000","kri0001","91",117,11534,0.0101439223166291,2.13808153425776,1,2023-04-18
"AA-AA-000-0000","kri0001","132",16,671,0.0238450074515648,1.82452708735478,0,2023-04-18
"AA-AA-000-0000","kri0001","165",4,219,0.0182648401826484,0.737809987784082,0,2023-04-18
"AA-AA-000-0000","kri0001","171",10,671,0.014903129657228,0.970332798873485,0,2023-04-18
"AA-AA-000-0000","kri0001","120",30,2271,0.0132100396301189,1.48757567250972,0,2023-04-18
"AA-AA-000-0000","kri0001","42",8,672,0.0119047619047619,0.684415967102796,0,2023-04-18
"AA-AA-000-0000","kri0001","31",10,841,0.0118906064209275,0.76414178175315,0,2023-04-18
