studyid,workflowid,threshold,numerator,denominator,log_denominator,gsm_analysis_date
AA-AA-000-0000,cou0001,-3,311.212639135396,115225.14,11.6546432326021,2017-12-01
AA-AA-000-0000,cou0001,-3,318.805397729942,117262,11.6721660264874,2017-12-01
AA-AA-000-0000,cou0001,-3,326.416084883961,119298.86,11.6893870522985,2017-12-01
AA-AA-000-0000,cou0001,-3,334.044243349798,121335.72,11.706316528087,2017-12-01
AA-AA-000-0000,cou0001,-3,341.689434991503,123372.58,11.7229641615485,2017-12-01
AA-AA-000-0000,cou0001,-3,349.351239684841,125409.44,11.7393391834545,2017-12-01
AA-AA-000-0000,cou0001,-3,357.029254297385,127446.3,11.7554503783903,2017-12-01
AA-AA-000-0000,cou0001,-3,364.723091741683,129483.16,11.7713061130559,2017-12-01
AA-AA-000-0000,cou0001,-3,372.4323800952,131520.02,11.7869143623581,2017-12-01
AA-AA-000-0000,cou0001,-3,380.156761781362,133556.88,11.8022827334972,2017-12-01
AA-AA-000-0000,cou0001,-3,387.895892806606,135593.74,11.817418488231,2017-12-01
AA-AA-000-0000,cou0001,-3,395.649442048815,137630.6,11.8323285634787,2017-12-01
AA-AA-000-0000,cou0001,-3,403.417090592974,139667.46,11.847019590411,2017-12-01
AA-AA-000-0000,cou0001,-3,411.198531110274,141704.32,11.8614979121583,2017-12-01
AA-AA-000-0000,cou0001,-3,418.993467277241,143741.18,11.8757696002555,2017-12-01
AA-AA-000-0000,cou0001,-3,426.801613231778,145778.04,11.8898404699288,2017-12-01
AA-AA-000-0000,cou0001,-3,434.622693063291,147814.9,11.903716094323,2017-12-01
AA-AA-000-0000,cou0001,-3,442.456440334334,149851.76,11.9174018177542,2017-12-01
AA-AA-000-0000,cou0001,-3,450.302597631412,151888.62,11.9309027680684,2017-12-01
AA-AA-000-0000,cou0001,-3,458.160916142811,153925.48,11.9442238681764,2017-12-01
AA-AA-000-0000,cou0001,-3,466.031155261477,155962.34,11.9573698468311,2017-12-01
AA-AA-000-0000,cou0001,-3,473.913082211171,157999.2,11.9703452487051,2017-12-01
AA-AA-000-0000,cou0001,-3,481.806471694237,160036.06,11.9831544438228,2017-12-01
AA-AA-000-0000,cou0001,-3,489.711105559488,162072.92,11.9958016363961,2017-12-01
AA-AA-000-0000,cou0001,-3,497.626772488813,164109.78,12.0082908731085,2017-12-01
AA-AA-000-0000,cou0001,-3,505.553267701237,166146.64,12.0206260508879,2017-12-01
