"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"0X052","Site",378,7502,0.0503865635830445,-2.0387119034942,-2
"0X036","Site",327,6619,0.049403233116785,-2.24972998142546,-2
"0X027","Site",113,1652,0.0684019370460048,2.10722671768721,1
"0X045","Site",383,6013,0.0636953267919508,2.49308467903283,1
"X187X","Site",521,8423,0.0618544461593257,2.24374951604741,1
"0X024","Site",491,8002,0.0613596600849788,2.0017549717984,1
"0X166","Site",484,9192,0.0526544821583986,-1.34685967557135,-1
"0X103","Site",226,4317,0.0523511697938383,-1.00640343350155,-1
"0X095","Site",274,5257,0.0521209815484116,-1.18041686494897,-1
"0X042","Site",265,5092,0.0520424194815397,-1.18520220925473,-1
"0X110","Site",188,3628,0.051819184123484,-1.05668227058982,-1
"0X179","Site",339,6552,0.0517399267399267,-1.44687519771208,-1
"0X090","Site",302,5850,0.0516239316239316,-1.40429186046132,-1
"0X159","Site",193,3743,0.051562917445899,-1.13890303940702,-1
"0X029","Site",202,3960,0.051010101010101,-1.31701701702976,-1
"0X135","Site",193,3793,0.0508832059056156,-1.32164878093634,-1
"0X115","Site",266,5249,0.0506763192989141,-1.61747752564576,-1
"0X030","Site",111,2191,0.0506617982656321,-1.04785582964659,-1
"0X034","Site",222,4392,0.0505464480874317,-1.51556921123293,-1
"0X013","Site",153,3027,0.0505450941526264,-1.25851499392541,-1
"0X177","Site",136,2694,0.0504825538233111,-1.20085681838397,-1
"0X004","Site",360,7137,0.0504413619167718,-1.96912698825524,-1
"0X134","Site",111,2219,0.0500225326723749,-1.18053549099715,-1
"0X121","Site",73,1467,0.0497614178595774,-1.00172479310398,-1
"0X096","Site",274,5510,0.0497277676950998,-1.95182562697639,-1
"0X066","Site",187,3792,0.0493143459915612,-1.72572204891275,-1
"0X010","Site",52,1070,0.0485981308411215,-1.01473405049164,-1
"0X123","Site",66,1391,0.0474478792235802,-1.33648349824116,-1
"0X143","Site",66,1391,0.0474478792235802,-1.33648349824116,-1
"0X170","Site",66,1391,0.0474478792235802,-1.33648349824116,-1
"0X165","Site",73,1569,0.0465264499681326,-1.57214422903216,-1
"0X057","Site",33,823,0.040097205346294,-1.91039706255889,-1
"0X085","Site",144,2196,0.0655737704918033,1.87496873586271,0
"0X086","Site",50,786,0.0636132315521628,0.89173846370052,0
"0X176","Site",239,3767,0.0634457127687815,1.90917680455585,0
"0X023","Site",246,3881,0.0633857253285236,1.92221273627798,0
"0X063","Site",139,2198,0.0632393084622384,1.41786011121996,0
"0X059","Site",89,1412,0.0630311614730878,1.1036870445072,0
"0X054","Site",79,1258,0.0627980922098569,1.00717267101339,0
"0X075","Site",188,2997,0.0627293960627294,1.53882181516479,0
"0X147","Site",99,1585,0.0624605678233438,1.07429248538113,0
"0X133","Site",134,2149,0.062354583527222,1.2303517652125,0
"X067X","Site",134,2149,0.062354583527222,1.2303517652125,0
"0X011","Site",269,4355,0.0617680826636051,1.58952591768873,0
"0X003","Site",410,6675,0.0614232209737828,1.84998638017056,0
"0X087","Site",232,3806,0.0609563846558066,1.27642712931798,0
"0X119","Site",134,2207,0.0607159039420027,0.924719544171459,0
"0X122","Site",134,2207,0.0607159039420027,0.924719544171459,0
"0X049","Site",227,3741,0.0606789628441593,1.19447975246174,0
"0X074","Site",276,4552,0.0606326889279438,1.3045438147368,0
"0X026","Site",448,7415,0.0604180714767363,1.58766543083725,0
"0X108","Site",232,3844,0.0603537981269511,1.12645417178336,0
"0X015","Site",566,9385,0.0603090037293554,1.74194854447318,0
"0X141","Site",305,5064,0.0602290679304897,1.25577069146974,0
"0X148","Site",66,1096,0.0602189781021898,0.582811997314812,0
"0X062","Site",133,2229,0.0596680125616869,0.722302762786111,0
"0X007","Site",206,3456,0.0596064814814815,0.884260349395513,0
"0X127","Site",126,2115,0.0595744680851064,0.685588389393206,0
"0X162","Site",522,8791,0.0593789102491184,1.32102065350888,0
"0X173","Site",215,3631,0.0592123381988433,0.806992474123263,0
"0X078","Site",359,6070,0.0591433278418451,1.02090202083248,0
"0X092","Site",215,3641,0.0590497116176874,0.767041834927339,0
"0X041","Site",257,4355,0.0590126291618829,0.828645897851865,0
"0X151","Site",418,7114,0.0587573798144504,0.969002877325254,0
"0X084","Site",345,5874,0.0587334014300306,0.872821836487923,0
"0X130","Site",251,4274,0.058727187646233,0.742819362875845,0
"0X190","Site",251,4274,0.058727187646233,0.742819362875845,0
"0X016","Site",405,6897,0.058721183123097,0.94153108861608,0
"0X012","Site",189,3224,0.0586228287841191,0.620359588560965,0
"0X157","Site",341,5833,0.0584604834561975,0.782552188729108,0
"0X117","Site",93,1592,0.0584170854271357,0.401580789376728,0
"0X118","Site",93,1592,0.0584170854271357,0.401580789376728,0
"0X051","Site",274,4708,0.0581988105352591,0.62792020055809,0
"0X008","Site",353,6091,0.0579543588901658,0.634387538894262,0
"0X088","Site",427,7372,0.057921866521975,0.686242210209767,0
"0X171","Site",166,2866,0.057920446615492,0.427562784388182,0
"0X031","Site",125,2159,0.0578971746178786,0.366572890405838,0
"0X101","Site",125,2159,0.0578971746178786,0.366572890405838,0
"0X083","Site",91,1575,0.0577777777777778,0.293266446746125,0
"0X152","Site",91,1575,0.0577777777777778,0.293266446746125,0
"0X160","Site",91,1575,0.0577777777777778,0.293266446746125,0
"0X102","Site",464,8062,0.0575539568345324,0.579412610419567,0
"0X080","Site",375,6524,0.0574800735744942,0.496252164801276,0
"0X061","Site",314,5463,0.0574775764232107,0.453337665375861,0
"0X068","Site",418,7276,0.0574491478834524,0.513034885833638,0
"0X055","Site",208,3623,0.0574109853712393,0.352410098315989,0
"0X174","Site",174,3039,0.0572556762092794,0.286934434544925,0
"0X002","Site",151,2640,0.0571969696969697,0.254813957580895,0
"0X109","Site",308,5392,0.0571216617210683,0.341024294619195,0
"0X022","Site",461,8082,0.0570403365503588,0.386920414914268,0
"0X069","Site",63,1109,0.0568079350766456,0.110942758128936,0
"0X065","Site",248,4372,0.0567246111619396,0.197225484024241,0
"0X105","Site",214,3778,0.0566437268395977,0.162535686407648,0
"0X189","Site",519,9177,0.0565544295521412,0.217524595434907,0
"0X040","Site",81,1434,0.0564853556485356,0.0750419109400712,0
"0X178","Site",81,1434,0.0564853556485356,0.0750419109400712,0
"0X139","Site",123,2183,0.0563444800732936,0.0650465609482326,0
"0X028","Site",94,1674,0.0561529271206691,0.0241665939094848,0
"0X094","Site",94,1674,0.0561529271206691,0.0241665939094848,0
"0X107","Site",94,1674,0.0561529271206691,0.0241665939094848,0
"0X181","Site",94,1674,0.0561529271206691,0.0241665939094848,0
"0X182","Site",94,1674,0.0561529271206691,0.0241665939094848,0
"0X172","Site",370,6595,0.0561031084154663,0.0310383784878286,0
"0X164","Site",212,3784,0.0560253699788584,0.00350109727909871,0
"0X064","Site",297,5308,0.0559532780708365,-0.0178310183246708,0
"0X153","Site",257,4596,0.0559181897302002,-0.0265457131652154,0
"0X183","Site",212,3795,0.055862977602108,-0.0383539446325611,0
"0X038","Site",199,3564,0.0558361391694725,-0.043872649646791,0
"0X056","Site",180,3228,0.0557620817843866,-0.0593595335454827,0
"0X073","Site",130,2338,0.0556030795551754,-0.0826882325029741,0
"0X035","Site",352,6332,0.0555906506632975,-0.140217644853267,0
"0X104","Site",614,11074,0.0554451869243273,-0.249484401646304,0
"0X093","Site",597,10780,0.0553803339517625,-0.274325667132799,0
"0X020","Site",208,3756,0.0553780617678381,-0.162509905275621,0
"0X091","Site",141,2550,0.0552941176470588,-0.15163939878955,0
"0X100","Site",331,5987,0.0552864539836312,-0.234833342438672,0
"0X098","Site",576,10421,0.0552730064293254,-0.315564436736161,0
"0X161","Site",391,7077,0.0552493994630493,-0.268360517409411,0
"0X120","Site",255,4619,0.0552067547088114,-0.228931781432089,0
"0X126","Site",120,2174,0.0551977920883165,-0.158807269268712,0
"0X006","Site",25,453,0.0551876379690949,-0.0733962541289427,0
"0X154","Site",200,3631,0.0550812448361333,-0.234622340701717,0
"X060X","Site",200,3637,0.0549903766840803,-0.257746548565495,0
"0X025","Site",180,3280,0.0548780487804878,-0.271688636686009,0
"0X072","Site",244,4448,0.0548561151079137,-0.322506775236837,0
